,tweet
18135, Ryu 군 생일 축하합니다 행복한 한 해가 되기를 바라고 있습니다 Ryu 군 사랑합니다 언제나 감사합니다
18136, 13.06.22 Malaysia 몰래 찍었는데 ㅎㅎgd g dragon oneofakindgiyongchy alwaysgd  
18137,박봄 
18138,오늘 재미있어요! ㅋㅋㅋㅋ 반가워요~   
18139, 13.06.22 Malaysia 몰래 찍었는데 ㅎㅎgd g dragon oneofakindgiyongchy alwaysgd  
18140, 오빠한테보낸줄알았는데안보내졌어요ㅠㅠ어그저께떳던달인데 예쁘죠?!! 
18141, Twitter 기쁘다！ 부산에서   자주   촬영할  수  있고  좋았다！ 건강한  얼굴이  보였으므로  잘 잡니다.
18142, 성재야 ~ 저는 좋아하는 이 pose !! 다시 이 pose 자주 주세요!!! 이 셀카 진짜 멋있네요!!! (ˆ▽ˆ) 고마워!!!! 너무 다행이다 오늘은 공연 재밌어요!!! 저도 기분이 좋다!! ㅅㄹㅎ 
18143,I went and died to Park Sisters heaven with   언니야~~~~후~~~~  
18144, 으아아아아아아앙아 !!! (  ਊ )  저는 주거다!!!!!!! 성재야 ~ 뽀뽀해 주세요!!!!!!!!  한 번만? 응? ㅎ 뿅뿅!!! 
18145, 굿나이트~ 늦게 잠을 하지 마십시오~ 사랑해요  God bless you 
18146, 본방사수!!!   유리짱 완전 이쁘긔
18147, （´-`）.｡ oO（언니~~~~~~~~~
18148,Addicted to their pole dance  amazing skills!! ♫ 첫사랑 (First Love) by 애프터스쿨(After School) — 
18149,ㅎ훗 역시 콜벳 귀여워. 노랑이 콜벳 
18150, 용화 오빠 생일 축하해요!! 항상 힘내세요!! CN BLUE 퐈이팅!!!!!!!!!!!데헷ㅋㅋ
18151, 저두 사람 해용 다로 다로
18152,히히 꼬물꼬물 재밌어~ 어제도 새벽까지 가내수공업 태슬 달린 원석은 엄마 꺼  
18153,You're evil brother   넌 왜 맨날 이리도 불편하게 잠을 자니 ... ㅠㅠ 
18154,Handsome!    생일 
18155,Okay kangin. I love you   아쉬워 긴 시간 함께하지 못해서요ㅜㅜ 다음에 올 땐 우리 오래 시간 보내요~~~고마워요 자카르타 팬분들~~|”
18156, 나도 그랬는데!! 회사서 일하고 종이 2천 장 구멍 뚫으면서...ㅠㅠ 내 입장에선 언니도 행복한 사람
18157, 언제나 변함없는..  또 만나 오빠^~* 
18158,Sexyyyyyyyhhhhhh!!!!!     생일 
18159, 130622 홍콩 대현 프리뷰 
18160,팟빙수 x5  nommm dessert food korea 
18161,Waaaaaaaaaahhhhhhhh!!!!!!  Oppa...  나의 작업실! 새로 구입한 머신(maschine)과 함께!!  소리 좋고 편리하다! ㅎㅎ 신기신기! 
18162,Guapoooooooo   생일 
18163, 오빠 그래! 지금 사진에서 귀여운 남자다운 남자를 보았다 ~ 케케 
18164, 웅! 완전 잘 보여!!! 오늘 하루도 잘 보냈어?
18165,  내 눈엔 너만 보여 
18166, 선우야~~~~ 내일 천안 팬싸까지 마무리 잘 해 난 월요일에 불명과&gt;.&lt; 꺄하항 팬싸에서 보는 건 다음 앨범.. 언제일지 모르겠지만 그때 보장
18167,จะผอมแล้วนะโว๊ยยย   최고!!!! 
18168,빅스들이 너무 잘생겼다..       
18169,wow 〜〜〜〜 buy buy  승리 파트너 슬로건 진. 짜. 실사 ㅠㅠ Ver.3과 재질이 달라졌어요~^^선명한 사진입니다~&gt;.&lt; 
18170, [preview] 130622 음악중심 찬열이! •~• 
18171, 130622 음악중심 노랑 뿅아리 찬열  배터리야 살아나라 ㅠㅠㅠㅠㅠㅠ 
18172,  참 멋있죠? 
18173, 130622 경수 / 쁘이쁘이~vv 잉 아기손ᅲᅲᅲ 
18174,사랑밖에 난 몰라 
18175,saranghae  daebak!  인터뷰 사진 촬영 중에~^^ 
18176, 이런 일곱 번 넘어져도 여덟 번 일어나는 오뚝이 같은 남자 같으니라고~~~~ 멋있어요~~~ 
18177, 130622 mbc 생방송 
18178, 130622 MBC 생방 찬열 1P  
18179, 사진 보자마자 광대승천
18180,my favorite shop in Seoul  stylenanda 3CE korea  스타일 난다; Style Nanda 
18181, 수고성재 사랑해요
18182, 130622 노랑 병아리 찬열이... 이제 그만 귀여우시겠습니다ᅲᅲᅲᅲᅲ 
18183,Snsd snsd snsd 소녀시대
18184, 130622 이렇게 이뻐도 되나요?????? 
18185, 130622 빼애 꼼 
18186,니엘 오빠!!!! 백 퍼 오빠들!!!!! 축하합니다!!!!!!!
18187, 귀여워 일본에서 응원할게~~~!
18188, 130622 음악중심 TAO 
18189, 너무 사고 싶던 모자였는데 오늘 구할 수 있었네요~ 
18190,  헐... 이건 폴인럽이자나여!!!내 안에 방 여러 갠데.. 가장 큰 방은 이분이고~~ 내 사랑!!
18191, 네 엉엉 아기도 너무 이쁘고 언니 오빠까지 한자리에 있으니 더더욱!
18192, 130616 인천팬싸 세후니(´･ϖ･`) 
18193,singapore sghaze marinabaysands mbsinfinitypool   ~.~집 가기 싫다.. 
18194,하지만 난 그를 사랑 
18195, 아 네 
18196, Asia Style Collection now ! 소녀시대 짱!  
18197, 사랑해
18198,  사랑해!!! 
18199, 오늘도 응원해준 A 감사합니다 알랍♡싸인회서봅시당당 훗   SEUNGHO 
18200, 준수 ...^^  cute
18201,헐.... 윤민수 노래진짜잘한다.....ㅋㅋ 후 아빠 쩔어....대박.....ㅋㅋㅋㅋㅋㅋㅋㅋㅋ엄마... 대박...ㅋㅋㅋㅋㅋㅋㅋ 엄마....
18202,Kyuhyun went to watch 1st round of musical 그날들 gaemgyu 첫 공 보러 와서 기분이 많이 좋아 보여요~^^ 규(무) 영 기대할게요~ 
18203,141025 김포 출국 시우민 귀여워 
18204,ky ngomong 'miaw miaw miaaaw~'  Aigu &quot;heavenkey_: 굿모닝 햇살이 
18205, 2014 10 25 정용화 베이징  잘 다녀와 
18206, 141025 GMP :: 살짝 보이는 눈이 너무 예뽀 준면 수호 
18207,&quot;runbaby412: 141025 김포공항 출국 세훈 sehun 잘생긴 이마 드러내고 가욤진짜잘생겨쏘  ㅠㅠㅠㅠ  oooo very cool osh
18208,      아무 탈 없이 잘 갔다 와요 몸 챙기고 사랑해요
18209,  2014 10 25 정용화 베이징  잘 다녀와 
18210, 2014 10 25 정용화 베이징  잘 다녀와  shades 
18211, 141024 인천공항 베이징 출국 김동준 동준 프리뷰 2 잘 다녀와~  
18212, 우왕 너무 멋집니다... 현재의 남자 
18213, 우와 분위기 봐 대박이야  배우 포스 물씬인데? 후배 우님 짱짱이에요! 
18214, 2014 10 25 정용화 베이징  잘 다녀와 
18215,141025 김포공항 출국 세훈 sehun 잘생긴 이마 드러내고 가욤진짜잘생겨쏘  ㅠㅠㅠㅠ 
18216, 2014 10 25 정용화 베이징  잘 다녀와 
18217, 오늘 오랜만에 일본 활동 너무 기뻐요 난 못 가지만 ᅲᅲᅲᅲᅲ보고 싶어요 진짜 ᅮᅮᅮᅮᅮᅮ그래도 우리는 11월에 만날 거야 오늘 파이팅 ㅎ
18218,Kyuhyun went to watch 1st round of musical 그날들 gaemgyu 첫 공 보러 와서 기분이 많이 좋아 보여요~^^ 규(무) 영 기대할게요~ 
18219,141025 김포 출국 시우민 귀여워 
18220,ky ngomong 'miaw miaw miaaaw~'  Aigu &quot;heavenkey_: 굿모닝 햇살이 
18221, 2014 10 25 정용화 베이징  잘 다녀와 
18222, 141025 GMP :: 살짝 보이는 눈이 너무 예뽀 준면 수호 
18223,&quot;runbaby412: 141025 김포공항 출국 세훈 sehun 잘생긴 이마 드러내고 가욤진짜잘생겨쏘  ㅠㅠㅠㅠ  oooo very cool osh
18224,      아무 탈 없이 잘 갔다 와요 몸 챙기고 사랑해요
18225,  2014 10 25 정용화 베이징  잘 다녀와 
18226, 2014 10 25 정용화 베이징  잘 다녀와  shades 
18227, 141024 인천공항 베이징 출국 김동준 동준 프리뷰 2 잘 다녀와~  
18228, 우왕 너무 멋집니다... 현재의 남자 
18229, 우와 분위기 봐 대박이야  배우 포스 물씬인데? 후배 우님 짱짱이에요! 
18230, 2014 10 25 정용화 베이징  잘 다녀와 
18231,141025 김포공항 출국 세훈 sehun 잘생긴 이마 드러내고 가욤진짜잘생겨쏘  ㅠㅠㅠㅠ 
18232, 2014 10 25 정용화 베이징  잘 다녀와 
18233, 오늘 오랜만에 일본 활동 너무 기뻐요 난 못 가지만 ᅲᅲᅲᅲᅲ보고 싶어요 진짜 ᅮᅮᅮᅮᅮᅮ그래도 우리는 11월에 만날 거야 오늘 파이팅 ㅎ
18234, 호준버시 쭌모닝!! 어제 너무 잘했어못간내가너무미안해ㅜㅠ담주엔꼭갈게!!오늘도좋은하루되길기도할게 너무 보고 싶다(T^T) 세상에서 제일 사랑해 세상에 있어줘서 고맙고 내가 너무 못해줘서 미안해ᅲ. ᅲ아프지 말고 다치지 마 사랑해
18235, 2014 10 25 정용화 베이징  잘 다녀와 
18236, haree21비록나는오징어같이나왓지만이날의흥분이아직가시질않아서호홓홓해시테그하면카시오페아가너무많이보니까해시테그는생략해야지~~~동방신기짱최강창민짱나도카시오페아나들어갈까...  
18237,มาแนวนักร้องฝั่งยุโรปเลน  2014 10 25 정용화 베이징  잘 다녀와 
18238, 좋은 아침 베비 오늘도 파이팅^^
18239, 141019 g dragon 베이징 출국 PHOTO 오렌지색 코트가 너무 잘 어울렸던 GD NumberG HOME upload →  
18240, [Preview] 141022 믹스
18241, 2014 10 25 정용화 베이징  잘 다녀와 
18242, 아빠다ㅎ   2014 10 25 정용화 베이징  잘 다녀와 
18243,아빠다ㅎ   2014 10 25 정용화 베이징  잘 다녀와 
18244, 2014 10 25 정용화 베이징  잘 다녀와 
18245, 2014 10 25 정용화 베이징  잘 다녀와 
18246, 2014 10 25 정용화 베이징  잘 다녀와 
18247, 2014 10 25 정용화 베이징  잘 다녀와 
18248, 2014 10 25 정용화 베이징  잘 다녀와 
18249, 2014 10 25 정용화 베이징  잘 다녀와 
18250,벌써 토요일! 오늘도 파이팅 
18251,2014 10 25 정용화 베이징  잘 다녀와 
18252, 좋은 하루 보내요 
18253,Baby Yoogeun here hehehe miss him and now he's all grown up wooow 정유 근 사랑해  
18254, 고마워요♡♡ 사랑해욥
18255," 우와~우와~씐난다~새곡 발표에.. 소극장 공연.. 정말이지 너무나도 기다려왔던 반가운 소식이네요~~~기대할게요, 오빠-♡즐건 주말 보내세요~~~"
18256, 네
18257, 오백일 축하합니다! 방탄은 최고의 써 무리야 써 무리야~  BTS500Days 방탄소년단 호르몬 전쟁  
18258,        조심히 다녀와요!!  오늘도 파이팅!!
18259, 무슨 일인지는 모르겠지만 항상 적당한 게 중요하죠... 많이 나쁜 일이 아니었음 좋겠 오용 오늘도 좋은 사람들이랑 좋은 하루 보내욥!!!
18260, 대현아 굿모닝〜♪오늘도 멋지네요. 조심해서 다녀오세요. 다이스키 따요.
18261, 예뻐 예뻐 https://vine.co/v/OhdMH1Onugv &quot; I can't contain his fabulousness here 
18262,오늘도 아름답습니다 내 가수님   
18263, 141024 윤아야... yoona 
18264, 오늘도 파이팅 
18265,Oh ukisseop91!! Please.. 끼 보리지 마!! leekiseop UKISS kiss me  
18266, 서민우~굿모닝!!     토라져도 보고픈 토요일.. 많이 보고 싶다       즐거운 하루가 되길~~~ 민우에게 행운이 있기를  
18267, ㅎㅎ자~×500
18268,  [PRE] 141025 김포공항 출국 용국  오빠 잘 다녀와요...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 
18269, 141017 ICN taeyeon 소녀소녀 해 
18270,141025 김공 출국 기광  
18271, 141013 태연님 
18272,AOU ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤرتويت عشان نخرب التايم لاين عليهم 
18273,Oh ukisseop91!! Please.. 끼 보리지 마!! leekiseop ukiss kiss me  
18274,365DaysStillWithTeamB 윈 때 실제 데뷔한 가수들보다 더 잘하는 애들이 여기 있구나 하고 무작정 좋아했던 게 엊그제 같은데 벌써 1년이 지났어! 1년 동안 많고 많은 일을 겪었고 상처도 많았지만 이제는 비상할 날만 남았어 비팀 사랑해
18275,VIP~bigbang！ morning~ BIGBANGgdGDYGygfamliygdragon 权志龙지드래곤 권지용 KownJiYongxxxibgdrgn … 
18276, 와 공부하는 거??? 개쩜 열심히 해!!!!!!!!!
18277, 네 오빠도 굿모닝!!!! 오늘 하루도 힘내세요!!!!!! 아자아자 감기 조심
18278," 굿모닝 오빠! 네! 오빠는, 잘 잤어요?"
18279,  ​헐ㅜㅜㅜㅜ 방금 봤어요ᅮᅮᅮᅮ 우리 오빠 너무 보고 싶었는데 이제 사진 보고 하루 시작한다~ 
18280, 히히 아기 아기  이쁘다~~
18281, 네! 일어나자마자 노래 듣고 있어요 
18282, 오빠~~ 굿모닝 Wish u have a nice day
18283,정국....
18284, 네!! 오빠도 굿모닝
18285, 굿모닝
18286, 굿모닝 오빠! 사랑해요
18287, 굿모닝 일어나 곧바로 &quot;12:30&quot; 을 듣고 더라
18288, 굿모닝 나는 아직도 못 잤다 ㅋㅋㅋㅋㅋ ... 나는 터키에 있었다ㅋㅋㅋ 
18289,  카~ 오늘 새벽 격화!!! 완전 힐링!!!! 대구로 내려오는 KTX에서 정신없이 잤어요~ 몸은 피곤하여도 완전 좋아~프린스는 나의  vitamin  땡큐 크리~
18290, 오빠 굿모닝!!!! 저 두 시간밖에 못 잤어요ㅠㅠ 근데 오빠는 잘 잔 거 같으니 기분은 좋네
18291, 히히 아기 아기 
18292," 굿머닝 아빠, 아빠도 잘 자웅??????"
18293, 잘 잤어
18294, 아니야..  어제 뮤뱅 땜 잠을 잘 수가 없었어요.. ㅋㅋ 출장 조시 미 댕겨 오삼!! 보고 싶다.. 
18295,오늘 하루도 파이팅!! 
18296,굿 모닝   굿모닝!!!!! 뷰티 잘 잤어요??!&quot;
18297, 네네 당연하죠ㅠㅠ 오빠는요? 어제 다쳤는데 봉사해야 돼서 일찍 일어났어요!! 오빠 오늘도 좋은 하루
18298, 잘 자쪄요!!!!!!
18299, 데뷔 후 500일!! 축하하고 감사해요   앞으로도 쭉 함께 가요
18300,굿모닝 햇살이 
18301, 지금 머리도 너무 좋아
18302, 야하게 ㅋㅋㅋㅋㅋㅋㅋ 
18303,보내주기 싫은 아침... 모든 것이 열심히 일한 남편 님 덕분
18304,전 중학교 다닐 때 멋진 남자들이 이렇게 보였어요  
18305,BTS500days BTS 경 ☆ 방탄소년단 500일 ☆ 축축 하합니다 축하합니다 당신들의 500일을 축하합니다 ~ 
18306,  Rt   absoluteJYH: 세주는 힘들어했지만 수니는 즐거웠다 cr on pic 백세주 생일 축하해 미래의 선택 정용화  
18307, 보고 싶어요 
18308, 읭..ㅠㅠㅠㅠ 오빠 너무 예쁘잖아요..
18309, 히히 아기 아기 
18310, Jiae chanGood morning 일본에 올 때까지 앞을 보고 다이어트 열심히 해 화내지 마세요... Have a wonderful day 나츠 미 
18311,"방탄 500일 축하해, 끝까지 방탄과 함께할 거야. 오늘도 파이팅 하고 쇼 음악중심 꼭 닥본사 할게! 오늘도 맛있는 모습 보여주고 개인기 기대할게 ^__^ 사랑해요 방탄소년단  "
18312, 명우형은 차라리 레즈비언 캬바쿠라라고 합시다. 가면... 캬바죠 언니들이 나와서 술도 따라주고 맞장구도 쳐주는 캬바쿠라라고 해....&quot;
18313, 500일! 덕분에 행복해요 감사합니다.- 랩 못” unbelievable ~ already 500 Days  sugoi~  BTS500Days 500dayswithBTS
18314, Rt  jjyh13: 으헉(///ㅁ///) 
18315,가지 마 가지 마 걸스데이 마마마마 보고 싶어 마마마마 아이 러브 유
18316, 축하해요!!
18317,hkzzzzzz  구빰!  
18318,Super Junior - This Is Love   백일몽  Super Junior SuJu This IsLove Evanesce 백일몽  
18319, 축하해요♡
18320,이고 오오 내 친구 ㅅㅇㅅ&quot;astrodice0130: ofc 
18321, 아!! 오늘 공연도 파이팅! 리더 부재이지만 잘하고 와줘~난 갈 수 없지만……아마 몇 달 만날 수 없지만 사진 보고 열심히네&gt;&lt;일본이라면 쉽게 만날 수 있는데...ㅠㅠ다음 만날 때는 일본이라면 좋겠다 그럼 빠이빠이~~!!
18322, 해가 뜬다!! drive 가을 바다 
18323, 근 모닝~~~불토~
18324, 141023 인공 입국 진영♡ GOT7 Jr. 주니어 내 눈엔 너만 보여  
18325, 오빠는 최고의 선물이야  141024 엘조 PREVIEW -  
18326,Iyi ki doğdun  구민지 
18327,백세주 생일 이래요ㅋㅋ HappyBirthdayPSJ  
18328,ㅤㅤㅤختااام ㅤㅤوالله البعد عنو ذا مستحييل ㅤㅤㅤالأهلي الملكي alahli 
18329,BOYFRIEND(보이프렌드) - ON
18330, Ham wake up 요 기소 챙기는 함 순시~~~~
18331, 왕관도 쓸 거야? 오구고 엄청 예쁘겠네 우리 융♡ 그 드레스 입고 왕관도 쓰고 화장도 예쁘게 하고 마음대로 해 
18332, 이호원 진짜 멋지다!!!!!
18333, 어제 인생극장 영상 모바일 사진 팬미팅 소식 등 기쁜 것이 많았어. 특히 모바일 메시지가 아이고 인수 너 시인이다 나도 눈 감고 마음을 리셋트해보자좋은메시지고마워오늘 팬미팅 신청할게. 꼭 가야겠어 산타 인수 꼭 보고 싶어 사랑하는 인수님 오늘도 파이팅
18334, 심폐소생술? (기대) 인공호흡해주겠지 (기대)  내 번호 비싸서 인공호흡 정도는 해줘야 돼 
18335,BTS500Days   500일! 덕분에 행복해요 감사합니다.- 랩몬&quot;
18336,감사합니다!!   BTS500Days   BTS_twtJH&quot;
18337, ㅠㅠ 한글 쓰는 거 너무 반가운데 이런 트윗 올라오니까 맘이 너무 안 좋아요 올리지 말라는 뭐 그런 뜻은 절대 아니에요^0^ 그냥 걱정돼서ㅜㅡㅜ 좋은 모습 웃는 모습만 보여주면 좋겠는데 힝 그래도 미안하고 사랑해요
18338, 루이 ♡ 안녕~♪ 2014.10.25오늘은 171일째. 후지 산이 이쁩니다. 또 사진을 보내네. 루이 좋은 하루를 보내요. 루이 ♡ 사랑해요~뿅 
18339, 행운의 당첨자 세 여^-^ 엽서 5장!!! 별건 아니지만 좋은 기운 팍팍 받으셨으면 좋겠어요
18340,[INSTAGRAM] yulyulk: 애정이 듬뿍 담긴 두 컷. 스태프들 고마워고마워  화보 찍을 때 너무 즐거워요 평생 찍게 해주세요  
18341,[INSTAGRAM] yulyulk:11월. 코즈모폴리턴. 이쁘게 꾸며준 울 모든 스태프들  고마워  화보 찍을 때 너무 행복해 헤헤헤 다정다감 누구보다 빠른 ... 
18342, 흩어.. 이런 타순 멘션을 이제 봤네요 오늘도 힘내 부아 융  으랴으랴으랴얍 &quot;
18343, 141024 시우민  [EXO902014 ] xiumin 김민석 힘내라고 뀨욥뀨욥 &quot; 귀여움 너무 커.. 두려워  
18344, 대박 개이득  요니가 엄청 챙겼던 분이니가 이름 부를 때 마다마다 부러웠던 분이니가 탈락이란 말에 어마 무시 서운해하던 그분 그분이 바로 우쭈쭈님 진짜 행벜행복 현장이라 바로 수령했네요  츄카츄카
18345,"ㅤ ㅤ ⋆ ㅤ ㅤ ooooooi , bem grande pra quem nunca falo cmg "
18346, 오백일 축하합니다! 방탄은 최고의 써 무리야 써 무리야~  BTS500Days 방탄소년단 
18347," ㅎㅎㅎ비몽사몽~,, 꿈꾸고 온 거냐며~~~다시 생각해도 예쁜 마음에 너무 귀여운 분이라는 욤~"
18348,&quot;JINVcom: 141023 엠카 비긴즈 태형 프리뷰 :: 핑쿠머리멍뭉이  뷔 V 
18349," 울월프근석앙~해두 안 뜬 새벽부터.. 진짜 잘생기고~,, 넘넘 멋진 뉨 뵈니까 눈... 여적도 심장이 벌렁벌렁 두근두근 콩닥콩닥햐~ㅎㅔ~"
18350, ...이걸왜지금본거지ㅜㅜㅜ진짜우리 후 배우♡♡♡♡너무 멋져요
18351,＼ ５００일 축하해  ／사랑해~BTS500Days 
18352, ㅎㅎㅎ언제나 열이 멋있죠 열이도 동우도 천사 우리 사랑스러운 천사들 보고싶어ㅠㅠㅠㅠㅠㅠ
18353, 오빠얀 아직 자고 있겠지..? 잘 자요!!!!! 셀카 땡뀨 둥그니 오빠가 9명이야ㅠㅠㅠㅠ 겁나 귀여워ㅠㅠㅠ 그것도 노출//^^// 사랑해♡♡
18354," 안녕하세요 슈거 ,, why this sad face  I don't understand what you wrote. . But Um,, 사랑해요  moooooaah 키스 ~&gt;오케이 I'm out "
18355, ~ 내 구세주~ ㅎㅎ~~ 졸은 하루 드세요 내 아기~~잘 지내세요~*키스*~~ ~~
18356,  ㅋㅋㅋ 음중 코디 진짜 난리 남ㅜㅜ 우리 용서비도 코트 입혀달라!!!!ㅋㅋ 얼른 음중 보고 싶어
18357,141024 홍대 팬싸인회_재환세젤귀ㅠㅠㅠㅠ 자동으로 오고 오고 소리 나게 하는 우리 재화니 빅스 재환 켄 홍대 팬싸 빅스 
18358," 방탄소년단 500일! 방탄소년단이란 그룹이 존재해줘서 참 감사해 항상 자신보다 팬을 더 많이 생각해주고, 자신의 자리에서 최선을 다해주어서 정말 고마워 너흰 최고야 앞으로도 방탄의 길 위에 언제나 함께 할게! 오래가자 사랑해"
18359,Minah  ♫ 기대해 (Expect) by Girl's Day — 
18360,"힛 비스트 멜론 5시, 6시 12시 30분 1위 "
18361,141024 홍대 팬사인회_원식 볼 빵빵ᅲᅲ귀여워 식이ㅠㅠㅠㅠ 구 삼국 삼해 빅스 원식 라비 홍대 
18362, 이민호 뭐가 이케 액히액히해 ㅜㅜ 
18363,뮤뱅 12시 30분 다시 보기.. 다 좋지만 볼수록 비스트 의상 정말 맘에 든다. 준형이는 톰 브라운인 것 같고 다른 멤버들도 같은 건진 모르겠지만.. 연말 파티에 남자친구가 저렇게 입고 나타난다면 뭐 상상은 자유니까ㅎ 
18364, 맨날 잘 때 트윗 해ㅋㅋㅋ  자다 깨서 깜짝 놀랐네 호원이 지금은 꿀잠 허니 잠 자고 있겠지???요새 트윗 자주 해 줘서 좋다 호원이 사진도 꼭꼭 넣어주고 힘이 난다!!!!! 보고픈 호야야 오늘도 호이팅
18365,굿나이트~ 좋은 꿈 꿔 ㅎㅎㅎ 잘 자요 
18366, 어서 와~~격한 크리~^^오렌 지석도 완전 잘생쁨~너 수고 많았어요~왕자 뉨~운전 조심히 들어가고 푹 쉬센~~언제나 너 님이 최고!!!!!
18367, 500일!! 춬하해요~~ 사랑해요 우리 방탄 태형아~~ 좋아해 뽀뽀 쪽 v BTS500Days
18368, oppa notice me!!! 노 모노로 사랑해요  
18369, 빛의 정령
18370,사랑 
18371,       배쿈시짤은 요거! ㅋㅋ   
18372,굿모닝 오빠 들!       
18373, 으헤헤 그래서 아닌 척하면서 슬쩍 눈 올려서 카메라로 아이 콘택트  사실 마틴 형 아는 수줍답니다... 헐 계란님 업데이트 실시간 목격!!! 우앙 최고다 수고하셔써 요 ㅠㅠ
18374, 울지 마요~~  안아주게 
18375," 이 분은 아나운서군요! 마치 가사의 남성이 고백하고 있는 것 같아요!!! 멋져요 이런 에세이를 쓰고 있는 분이 여성인 것도 대단하시네요&quot;김동률의 동행, 음악을 읽다&quot;도 하프 지점이네요. 골까지 하나하나 기다려져요"
18376,반칙 진석아!   너 왜 모자까지 잘 어울리고 그르냐 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 완벽해 또 한 번 반했어 
18377, 내 눈엔 너 님밖에는 안 보인다는~♡빛이 난다~빛이 나~
18378, 141023 엠카 비긴즈 UPDATE -&gt;   
18379,141025  
18380,어떡해 진짜!!   
18381, 뿌웅  
18382,이 민 호 
18383,322 followers!  고맙습니다 &lt;3
18384, 20141024지드래곤 대만 출국 gd 지디 지드래곤 
18385,바나나맛 우유~
18386,강남역 AZT3   ssola_kang 교촌순살쌀치킨치킨. 오랜만에 치킨 먹는데 바삭바삭하니 맛나는 구 먼.  ... 
18387,BTS500Days 방탄 사랑해  
18388,      축하해요!!! 
18389,  LUHAN  ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18390, 잘 자요~
18391,&quot;I Know - 김보경&quot;  MelOn 짱짱
18392, 진짜 쉴 틈 없이 달려오느라 너무 수고 많았고!!  앞으로도 응원하고 사랑할게요!! 
18393, 어머나!!! 우리 시원이 맞아?  머리 스타일과 셔츠 정말 정말 사랑스럽고 귀여워요 어떻게  귀여운 콘셉트 너무너무 깜찍하고 잘 어울려요 캬아 아야~
18394, 아니 얌 8ㅁ8 잘게 쪄요
18395,"BTS500Days  , YAAAAAAAAAH !!  행복하다 "
18396,Aw GDYB  Uber cuute  &quot;Earngeie: GDYB GD TAEYANG YG 141023 GD : 믹스 앤 매치 파이널 (MIX
18397, 와 그러고 보니 트윗 쓴 지도 1년 이ᅳ훨씬 넘었구나.. 앞에 거 정독하니까 방탄과내역사를보는기분ㅎㅎ이렇게방탄한테만보내는계정만든게.정말잘한일이다 싶네요 ᄒᄒᄒ더 진솔하게 내 맘보 낼 수 있는 것 같고ᄒᄒ그때 나 지금이나 앞으로도 계속 계속 젛아할꾸야 사당할꺼얌
18398,[All K pop] BTS500Days Fans celebrate BTS' 500th day since debut  *축하해요 동생아  
18399,미치게 멋있어서 정말 자꾸 보게 돼요 
18400, 141024 오 나의 여신님 산다라 출국  전예.. 
18401, 위너 가 된 지 1년 위너라서 고마워!  오래오래 늘 응원할게! THANKYOUFORBEINGWINNER  
18402, 이게 머야 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ너무 예뻐 미치겠다 ㅠㅠㅠㅠㅠㅠㅠ 
18403, i almost forgot your existence TT_TT Lol i was kidding. 오빠 진짜 보고 싶다! 
18404,아  CAP :: IKON JINHWAN 진환 여러분 사랑해요!!!!!!!   
18405," 검은 머리 오빠가 정말 좋아해서, 귀여운 셀카와 멋진 셀카 많이 주세요 "
18406, 집이 한남동이라 자주 가요 예전만 못하지만 
18407,"Kızlaaaar  [SSTV] 미스에이(Miss A) 출국, 수지(Suzy)는 가을 느낌 물씬~ ‘애교 브이 …: "
18408,쬽쬽 
18409,훈이야.....  
18410,아직도 '사랑할수록'이 연관검색어 위쪽에 있는 걸 보니 참으로 잘하기는 했나 보다. 한번 재생하면 출구가 없어가자 마음먹고 봐야 하는 영상... ★☆뿌듯함과 그리움이 공존하는 묘한 새벽. 
18411,굿나이트  
18412, 오빠!!! 보고 싶어서~~!! 사랑해 
18413,  봤었으면 좋았을텐데~ㅎㅎㅎ진짜 아가사 그립다~ 용로이ㅜㅜ 내 첫 회전문 아가사 수용 배우 보고 파라~^^
18414, 굿나이트 사랑해
18415,"Cobby 님과 루한의 No.1-4! 좀 더 많이 올려주세요, 코비님~ 루한 루한 사랑해 luhan "
18416,스마일   
18417, [NEWS PHOTO] 141024 레드벨벳 Red Velvet  씨 바이 끌로에(See by Chloe) Store Opening [4P] cr. tenasia  
18418," 어머나, 가방 너무 예뻐요~ "
18419,잘 자요 차니.. 보고 싶어  ♫ XOXO (Kisses 
18420, 영재야~ 너무 오랜만이네요 ㅜ 보고 싶어 영재야~~ 어디니 뭐 하니? 잘 지내니? 밥 잘 먹고 몸매 잘 관리하고 쉬세요~ 얼마나 힘든지 좋든지도 파이팅 ♡ 항상니곁에있을게웅 사랑해 중 역시 영재와 비에 피밖에 없어
18421,"자랑스럽고 사랑스럽고 믿음직한 우리의  늦었지만 1위 축하해! ERROR2ndwin 이 기쁨을 우리에게 안겨 준 빅스에게 더 고마워 오늘 하루도 수고 많았고, 굿밤뀰잠해"
