,tweet
29300,운동장에 보라가 있을 때처럼 이쁘게 눈 온다 까이 아아악
29301,I misses    ㅠㅠ 
29302, 나 오늘 미아 되는 줄 알아서~ 코엑스에서... 렌즈 사러 왔다가~ 주차권도 시간 넉넉하게 줬는데 길 찾다 주차비도 더 내고... 차 찾는 것도 한참 찾고... 영화야~~~~~너 너무 보고 싶더라~~.
29303,힘들어죽곳다아아
29304," 마키는 한국어를 모른다. 번역기를 사용하므로, 형님의 Tweet를 능숙하게 이해할 수 없을 때도 있습니다 이름은 매우 중요하네요. 미안해요. 반성합니다 하아 아아. 미안해요.... ㅜㅜ"
29305,"무슨 일이야, baby? "
29306, 언니 나 이 종족 굉장히 무서워하는데 얘네는 너무 예뻐 눈물 날 지경 언니 오늘도 파이팅이요!!
29307, 아〜 아니에요(^^) 한국말 그냥 공부하고 있는데요♪ 아직까지요(^^) 사진은 저요(^-^)/
29308, 아... 좋아요() 참 곱네요ㅠㅠㅠㅠㅠ 준수ㅠㅠㅠ
29309,해운대 해변가 무료 인터넷존. 근데 '다이내믹 부산 와이파이' 완전 느림...  
29310,눈 아파 흐잉
29311,  굉장함.
29312, 그나저나 우리 다미 언니 어찌 지내오- 
29313, 응 되게 알기 싫은 진실같이 그런 느낌? 너무 잔혹하지 슬프다 
29314, 음ㅎ헣허
29315,"나꼼수 봉주 5회..!! 봉도 사닌 사발 깔때기..!! 수덕사 스님들께 &quot;모두 내려놓으시고, 속세로 돌아가세요~!!&quot;깊은 뜻 헤아리니, 눈물이 와락 닫치고 석방하라 새봄엔 바꾸어 보자"
29316,감기 때문에... 사람이 뒤질 수도 있겠구나....라고 생각하는 중 ㅠ 
29317, 이제 주말이라서 한숨 돌리실 수 있겠네요. 한 주 동안 고생하셨어요...
29318, 건조로님 막공 커튼콜하신 거 영상으로 봤어요 그리도 감동 있는 거 못 본 것이 어찌나 서운하던지요 담엔 꼭 직접 보고 마음에 간직하고 싶네요 저도...
29319,하.... 아침부터 뭔가 우울돋는다..ㅠㅠ 컴퓨터는 또 왜 그러는거시야..ㅠㅠ디스크손상.내가 뭐 했다고.. ᅲᅲ
29320,FT아일랜드 보고 싶어~
29321,"내 아이폰 4 S의 새 케이스로 SGP 네오하이브리드 2를 샀는데, 차에 달아둔 켄싱턴 전원 케이블이랑 안 맞아! 젠장! 정품 케이블로 바꿔야 되나!"
29322, 아이폰 소매치기당했어요...
29323,&lt;해를 붐은 달&gt;지금까지 봤어요. 눈물이 많이 나왔어요. 내일 눈이 어떻게!!!!! 근데 그 드라마 진짜 좋다! 난 참 좋아해!
29324,ㅠㅠ 상처！！！！ 
29325," 고새 보고 싶어, 유덕~"
29326," 그러게요. 하필이면 오늘, 촬영 장면이 그러해서... 모두에게 죄송할 따름이죠...  부디 생파를 함께 할 수 있기를요... ^^;;"
29327," 엉 엉 엉바붕이님 사진을 ㅠㅠ민변시절 처음 뵈었던, 바로 그 사진이시네요 굿 잠"
29328," 저희 또한 아쉽다/ 느끼고 있답니다.  굳이 말씀드리자면 제품 중에 한정수량으로 제작/판매되는 제품들이 있답니다. 여러 가지 이유가 있습니다만, 그중 하나가 날짜 확 정형의 경우입니다."
29329, 그니까 답답하지
29330,  나도 가고 싶다 재미나게 보구와 여자!
29331, 언니 저 지금 집에 왔는데 일거리 갖고 옴 오늘 밤ㅅㅐ야할듯
29332,"[나의 트윗 키워드],555555, liked, video, 5555555, เดี๋ยว, Fancam, 55555555,120127, Donghae, 5555, ขอบคุณ, ไม่ได้, ฉันชอบ, Siwon "
29333,승부조작 파문으로 분위기 뒤숭숭해서 예매 취소했거늘.... 올 시즌 최고의 경기를 보여준 현 커 선수들아~~~~ 내가 안 가서 이긴 거라고 스스로 위로 중 
29334,배고픈데 케이크 얘기해. 막
29335, 오빠 포고 싶다! ㅠ 너무포고싶다ㅜㅜㅜ  
29336, 보고 싶은 신우야 신우야 신우야 (유_ 이 오늘도 안녕히 주무세요. 내일 깨알을 보면 조금은 이 그리움이 사라질까 헤헤 
29337, 오빠 생일 축하해요!!!! 미안해 내가 늦게 바랐다. 너무너무 미안해요 오빠 영원히 행복해요!! 사랑해요!!  그럼 잘 주무세요!  귀여워 나무 오빠
29338,  주무세요
29339, ㅠㅠ 냉수로 굶주린 배~채우며 이 밤~할 시간 기다리고 있써여.ㅠㅠ 이제 좀만 더 기다리면..ㅋㅋ 근데 진짜 배고프다!
29340, 언니 오늘 바쁜 하루 내용 라됴잘해용 
29341,"달님이 날 버릴 리 없어. 그렇죠, 달님? "
29342, 내일은 금요일! 오사카에 들어와서 1주일입니다시 간 은 빠르네요. 매우 좋은 추억&quot;오래간만입니다&quot;라고 말해 주어서 기뻤다^^♡♡아아아~~!!!!! 야사와 은호 (●⁰౪⁰●) 우~~짱 ㅋㅋㅋ닉네임ㅋㅋㅋㅋ
29343,생일 축하해준 분들 다 감자요~ 생각보다 그리 즐거운 생일은 아니었지만 축하 메시지들 보고 힘냈어요  감사드리고 모두 굿밤 되시길~ 
29344, mmmmmmmmm grrrrrrrrrrrrrr ㅠㅡㅠ&quot; &gt;_&lt;&quot;  dontttt D: .. lol
29345, 어째서! 그렇게 귀엽니? 누나를 포로를 시키 시키지 않고！
29346,아................. 어찌 한주를 더 기다리라고 예고편조차 안 해주시는 겁니까..... 전하~
29347, 아니에요 언니!!!!! 정말 좋아서 날아갈 거 같아요 히히
29348,내일 졸업하는 내 새끼들이 줄줄이 사랑한다고 카톡 보낸다.. 받을 때마다 내 눈에서도 눈물이 줄줄 난다. 3월 초 트윗에. 드디어 나도 내 새끼들이 생겼다고 한 게 어제 같은데.... 사랑한다 내 새끼들 
29349,심리적으로 매우 힘든 목요일....
29350, 나도～(&gt;_&lt;)
29351, 배고픔 빨리 자는 게 상책인데... 이 따 오밤~라됴~있어서..ㅠㅠ 자정~넘어서까지 버티려면 진짜 힘들 텐데.... 어째요~?! 
29352,마성의 지상 게이브 앓이는 끝이 없구나 내일 만나요!! 그리고 꿈에도 나와줘요ㅎㅎㅎㅎㅎㅠㅠㅠ
29353," 반짝반짝 빛나는 별의 아이, 별 군 나에게는 당신의 후광이 보입니다. 멤버와 스태프의 몸 상태는 괜찮습니까? 무리와 초조해함은 금물입니다. 당신에게 다음에 만날 수 있는 것을 기대하고, jobhunting 열심히 합니다."
29354, 오사카도 춥다. . 지쳐 있습니까? 많이 먹어.
29355,어떡해  버스가 기어가  해품달 봐야 되는데..
29356,아 지친다 
29357,먹고듀거라  오늘도 우리는 또 이렇게 ..  
29358, 트위터에서 오랜만에 뵙네요. ㅎㅎㅎ 요즘 많이 바쁘시겠어요 ㅠ흰머리가 벌써부터 
29359,     에프티아일랜드 지독하게 1위 축하합니다!!!!!!!!!^^
29360,    미안해~ 
29361, [MBC 파업] 제대로 뉴스데스크 1회:에서 보세요!!!! 눈물 난다!!”
29362, 오빠ㅏㅏㅏㅏㅏ아프다아프다날아 가라~~~
29363, 재환오빠ㅏㅏㅏ발괜찮음입니까? (´ु･̥ c_･̥`ू) 바늘 아플 것 같이 보인다. 걱정입니다. 소중히 여겨 주십시오
29364," 독감에 입맛 없는데.. 상무님, 보쌈 보쌈에 꿀 ~꺽맛저~즐저 하세요"
29365, 언제나 도움이 안 된다
29366, LINE 보아 빨리 가고 싶지만 …문제가 있다 … 
29367, 오빠~;_;!! 지금 일본?_? 와우와우&gt;___&lt; ㅂㄱㅅㅇヽ(；▽；)ノ← 사랑해요 이창민 유리
29368, 주인님 미워
29369, 엠블랙 딱 세 글자만 써서 2566으로 보내세요!!! 꺅!!! &quot;
29370,...좋은 날씨!   따뜻한 핫초코 한 잔이랑   영화 한편 보면서 주말 걱정을 싹 잊어버리고 싶어!..!    
29371,  아름다운 두 언니분이 이뻐해 주시니 전 너무 행복해 용저도 다음 주 지나서 부산 가는데!!! 정윤 언니 진아 언니 보고 싶어요
29372,날씨 좋다! 따뜻한 핫 코치 한 잔에 영화 한편 보면서 주말 고민을 싹 날려버리고 싶다!!     
29373, 괜찮을 것 같아요. 여러 명이면 재미있을 것 같아요. 제가 대화를 잘 못 이끌어가서 걱정이 되지만
29374, 미안해 그런 뜻으로 말한 것 아니야〜난 재일이지만 일단 한국 사람인데 유 까서 나 이 지치 가 너무나 한국말 잘하니까 분해서 봤어 봤어 김태희  가 아주 예뻐〜
29375,   웬 견종 토크쇼를 반려 견은 잘 보호해야 합니다 행복한 시간 보내세요 마저 들 하시고요
29376,  이뻐요
29377, OMG.  좋은 것만 담아도 모자란 세상이라규 ㅠㅠㅠㅠㅠ
29378, 아 진짜 홍삼 먹어야 하나;;; 요새 컨디션이 영 메롱 거리더니 길 가던 감기가 들러붙었나 봐요 옳다 쿠나! 하고 감기 조심해요. 뼈마디가 다 아파요. 근데 난 억울하게 열이 안 난다는;;;; 에잇
29379, 오빠  근데....... 오빠도 할 말이 많겠지만.... 우리 제발 막차 탈 수 있을 정도만 합시다!
29380,  아닐거야ㅑㅑㅑㅑㅑㅑㅑ~~~~~ 
29381,팔이 부러져 수술하러 갈 때 보다 치과 가는 발걸음이 더 무겁다.... 개념상실한 비용 때문 치아관리에 부단한 노력을 해야 할 때
29382,"  안타깝네요 총체적 난국을 어찌 풀어갈지, 차기 정부도 힘겨워 보이는 현실입니다!!! 평온한 시간 보내세요 "
29383, 아빠야.. 빨리 와... 춥다 
29384,ㅠㅠ 목이랑 어깨~쇄골뼈까지.. 아파서 물리치료 받는 중~ㅠㅠ 다행히 목 디스크는 아니고 근육에 무리가 가서 그렇다는데... 아무래도 그 맛 폰의 폐해가 아닐까 싶다! ᅲᅲ 당분간 자제 모드로...
29385,"  헐퀰...!!맞습닭닭ㅋㅋ &quot;밥이 보약인 것을..!!! 미뇨 4~5번 정도를 양 조절하여, 드시면, 보약 잘났어 정말 ㅋㅋ귀하게 드셔랅랅"
29386,아프니깐 서럽다 아침부터 119 불러서 병원이 나오고 이젠 좀 괜찮긴 해요 
29387, 다행이군! ㅋㅋㅋ 추운데 감기 조심하세요 
29388,Just posted a photo   중증의 방랑벽... 
29389, ㅋㅋㅋ 잘 계시는지? 밥은 드시는지?! 
29390, 그렇게 살려고 노력합니다! 샘&quot;???하지 마라!!보다는 ???좀 해보면 어떻겠니?&quot; 가정에서의 인성교육이 가장 크다고 생각합니다!!
29391,한국 가고 싶다 
29392,  야 바수기 루
29393, 진짜 요리도 끝내줘!!! 너한테 수업 좀 받자
29394,"담배를 피워 본 적도 없고, 그래서 그 맛도 모르고... 평소에 담배 냄새를 무지 싫어하는 나인데 가끔 거리를 지날 때 앞사람이 피우고 있는~ 막 뿜어져 나온 담배 냄새가 향기_로 느껴질 때가 있다  _ &quot;"
29395,배고파 배고파 배고파 
29396, 힘들었겠어. 난 잘 지내고 있는데 남편과 진달래를 보고 싶다. 진달래가 시댁의 벽지를 이미 물었어... 어떻게~~~앙앙 
29397,아~매워!! 난 왜 매운 걸 이렇게도 못 먹지? 예전엔 이 정도까지는 아니었었는데...
29398,생일선물 고마워요 엄마 birthday present bag mother thanks 
29399, 입맛이 없는데.. 이젠 팀원들이~~갈비탕!! 불고기 사달라고 ㅠㅠ갑시다!!우리 한우 사랑하기 갈비탕!!! 불고기!!! 고고 지하 대마왕님도 맛있는 점심을
29400, 그러니까!!! 근데 찾았..눼? ! 아하하 ....
29401," 당최...!! 무슨 말씀이신지!! 혜나 님!! 감정 추스르셔요 나쁜 사람들인 덧 같은데!! 제 천주교 신자님도 이와 비슷한 경우를..!! 결국 신자님만, 안 들어오시고, 그 남자는 지가 무신 정치 9단 인양..!! 활보!!! 법무팀 부사장과 위 논하여"
29402,  나 이거 진짜 잘 만들었는데  내가 만든 게 더 맛나 히히 그리고 나 오늘 이태원 출근! 와잉?
29403, 나는 아직 보낼 준비가 안 됐는데  작가 나쁨 
29404, 그렠
29405,"볼살과 오동통 손, 어쩔,, baby "
29406, 보고 싶어.. 우울
29407,  Miss you do much! (((o(*ﾟ▽ﾟ*) o))) But I miss you !” me too... sadly... 자기 야... 가지 마요...&gt;&lt;
29408, 그럼 다다음 주에 봐야 하나 봐 흑... 다다음 주 어때요?!
29409,으.. 지하철 만 원.. 자리 선점해야 그나마 편하게 갈 텐데 애매한 위치에 서버린..
29410,8년 10개월 다닌 회사 3월이면 굿바이. 여러 통의 카톡에 참 많은 추억들이. 내 선택에 후회하지 말고 새로운 일에 최선을 다하자. 하나님께 더 열심히 하기로 한 약속 잊지 말 것. 생각보다 많이 아쉽다. 좋은 사람들과 헤어짐이
29411,목이랑 코로 감기님의 터치가 느껴지는 아침. 싫어요 싫다고요. 저리 가요 
29412," LINE를 보아! 아직, 그렇게 춥습니까? 빨리 한국에 가고 싶습니다! 차를 고치지 않으면"
29413,"30분마다,"
29414, 갑자기 자기 전에 플라이 업 포즈\(-^^-)/사진을 모아보면 좋겠단 생각이 I 드네요~~~ㅎㅎㅎㅎ(￣3￣).              (≧３≦) ء ಥ_ಥ”Oppa You are like other menlair
29415,"Obviously, my future daughter 예쁜 아이  "
29416,언젠간 이 논물이 멈추길.
29417,너의 맘 속게(가슴 속세) 내가 있으면 안 될게? 
29418,어제 세 시간 에세이 오늘 세 시간 덕패널 어싸이먼트. 와.. 난 학교 체질 아닌데ᅲᅲ 마지막 힘낼라니까 비추어버리겠다 정말 머리가 터질 듯
29419,     ......헐~헐~헐~헐~헐~헐~~~~~~ᄋ.. 안 ~자요? 이상 끝실패ㅋㅋ이젠 정말 잡니다
29420, 내일 중학교 졸업식에요ㅜㅜ거의 10년 동안 같이 지낸 애들인데 헤어지려니까 좀 그렇네요~
29421,..  ㅠㅠ
29422, 울지 마~~
29423," 오늘은, 이미 어제입니다만, 휴일이었니? 나는 고베(神戸)에서 도쿄(東京)에 지금 되돌아왔습니다. 도쿄(東京)의 집에 두고 있은 당신에의 선물을 보면, 당신에게 정말로 만나고 싶어졌습니다. I miss u much"
29424, 일등은 놓쳤겠지.....
29425,  굿 잠고맙습니다재주요정님존경하는 수님~~!! ㅡ고맙습니다 약 기운에 전 이만... 검기 조심하셔요 두 분 
29426, 무한감동 흑흑
29427,잘려고누었는데잠이안오네...우리애인도보고잡고...우리애인...쫌만기다려봐~내가있잖아~애인~~~보고싶다~~많이많이~아~빨랑아침왔으면좋겠다~~~ㅋㅋ우리애인~~~~내가 완전 많이 사랑하는 거 알지~ 
29428, 담번엔 언닐 보내지 않을 거고 막걸리 자꾸 생각나요
29429,전 여러분들을 무엇보다 사랑해요 그렇지만 아마 전 여러분들을 절대 만나볼 수 없을 거고 그 사실에 제 가슴은 너무 아파요.     
29430,있는 자에게 더 주고 없는 자는 다 뺏겨서 빈익빈 부익부-오늘도 풍성히 먹여주셔서 블랙홀 같다
29431,더럽게 맛있네 광 레이 타고 오산 첫 드라이브!!  
29432,아 대박!!!!! 해품달 미쳤다!!!! 내일을 어떻게 기다리지??ㅠㅠㅠㅠ24시간을...... 못 기다리게 쒀~!아... 임금의 사랑이 뭐 이리 달달한건데ㅠㅠ난 왜 임금의 사랑을 보며 가슴 떨리는 건데..!!!
29433,하!!!! 이훤  너무 멋있어!!!! 예고도 멋있어ㅠㅠㅠㅠㅠ
29434, 뒤늦게 눈 오고 한파 오고 그래서 더 겨울 이 길게 느껴지는 거 같....!! 아니면 말고요 호호
29435, 그나저나 된장찌개의 정체는 언제 주 금요일에나 알 수 있는 건가요 
29436, 앗! 런던 못 가나요??  같이 사진 찍어와서 제 친구들에게 자랑하려고 했는데 말입니다. 동생이 키도 크고 잘 생겼어요!
29437,아침에 출근하니... 집에 가야겠다.... 
29438, 3월도 기대하고 있습니다^^그러나 나는 갈 수 없습니다 (´ु･̥ c_･̥`ू) 훌쩍훌쩍 빨간 모자 매우 어울리고 있었어요~~
29439, ㅠㅠ 어떡해요..... 제 친구 동생은 국대입니다! 제 동생은 아닌데 그냥 자랑하고 싶었어요. 런던 가기 전에 폰카 한 장 찍자고 조르고 있는데 제가 한국을 안 가니 원....
29440,커피 줄이려 했는데.. 뒤늦게 빠져버린 카누  
29441,아직 저녁 전인데 사람들이 자꾸 음식 이미지를 올려...
29442, 오늘 티켓팅에 인파의 서버 다운을 뚫고 예매 성공했어요~제발 그날 현준 배우가 나오길 빌어요~~
29443,너무 슬퍼(/ _ ; ) FT ISLAND를 보고 싶었는데…（ ;  ; ） 도대체 언제가 되면 볼 수 있을까??  너무 슬퍼서 다시 일어날 수 없을 것 같다…
29444,  너만 춥냐? 나도 춥다..
29445,춥고 배고프고 졸려 엉엉 
29446,요즘에 너무 춥지?! 
29447, 나도 별 군가 있지 않기 때문에 지루합니다.
29448, 둔허렌 저도 울면 손수 건주나요...?
29449,풀픽보고 해질녘에 수영장에 나왔더니 그동안 숨어 있던 한국 아줌마들 다 나오셨는지 한국어가 간간이 들려 저도_한국_아짐이에요_말 좀_걸 어_주삼 &quot;
29450,저녁 안 먹기로 한 첫날! 킁킁 벌렁벌렁 어데서 짜장면 냄새나는 거 같다
29451, 누나 저 졸업했어요... 근데 기쁘기도 하고 슬프네요 ㅠ 
29452, 같은 예술가의 작품인가요? 
29453,나는 많이 걱정해 왜냐면 나의 급료는 안 좋잖아어떻게 해야지 난 잘 알고 있어 근대 안 해 때문에 더 많은 걱정 예여 곧 졸업해야지 힘내 파이팅
29454, 헤헷~~우리 한번 개강하기 전에 만나
29455, 오빠 이유 왜 내 메시지에 응답하지 않았습니다
29456, 저도 부타이라면 좌절이에요 카이 부츠 타로 상속도 못 잡은 여자
29457,나... 도... 티... 티티.. 켓
29458,감기로 인해서 불쌍한 나 
29459,군화랑 비슷한 느낌이죠....ㅋㅋ  발등이 간지러운데 부츠라 긁을 수도 없고 이 고통을 아시나요??
29460,발등이 간지러운데 부츠라 긁을 수도 없고 이 고통을 아시나요??
29461," 동감요 그분 영상 보면, 눈물이 와락 닫치고 석방마저 하시고, 행복한 저녁시간 보내세요 "
29462,-_-;; 저녁 안 먹었으면 죄송해요. 저 식사 모드로 전환입니다~ 
29463, 아~~~울 오빠 일본에 계셨구나~~~
29464,Red cheeks after 4 days in cold weather     보광휘닉스파크 
29465, 오 아나님~파업 인터뷰 잘 봤어요..^^ 마지막에 남긴 글 보고 뭔가 울컥했어요. 지금 비록 힘든 하루하루겠지만 힘내시면 분명 좋은 결과 있을 거라 생각됩니다. 오아나 님은 혼자가 아니니까요..^^ 아자아자~p(^_^) q
29466,3월엔 뮤지컬이 거의 안 하네 뮤지컬 보고 싶었는데
29467, 설마... 저 표정의 의미는.... 우현이의 엄마 표 미역국이 먹고 싶다는건가.......?ㅠㅠㅠㅠ 힝~
29468, 사진  
29469,구름 한 점 있는 흐린 하늘. 너무너무 춥다 볼따구니를 썰어갈 것 같은 바람이야.... 이왕 썰어갈 거면 내 몸뚱이에 살 좀 썰어가... 너무 잔인한가
29470, 흐엉ᅲᅲ언니 무슨 일이 있어요ᅲᅲ??기분이 나쁜 거가 타서 슬프네요 언니의 예쁜 미소가 보고파요
29471, 굿 이브닝 축하 레타요ᅳᅳᅳ힘이 나오지 않는다 가끔 너의 미소 보여죠ᅲᅲ아이 알라뷰영배\(//∇//)\
29472,미음만 먹고 사니깐 죽겠다. 아 고기 먹고 싶어
29473,당장 내 꿈은.. 얼른 집이 맘에 들게 정리돼서 신랑이랑 아기들 아침 먹고 직장으로 유치원으로 다 나가면 커피랑 간식 잔뜩 옆에 끼고 소파에 앉아서 실컷 트윗 좀 해봤으면..... 아... 정리 힘들다~
29474,아이고 힘들다~ 헥헥~
29475, 샘 그것도 인기인만 해주라고요  
29476, 버려야 되어 이거?
29477, 우리 절 혀니 머리를 어서 돌려주시오 크크큭  아즈 머니 언제 적 스탈을 지금!!!!
29478,아이고... 두어야 두 아... ㅠ 
29479, 그죠
29480,  무슨 선생님이 저런 분이!!! 정말 어처구니없군요
29481,왜요??!!
29482," 친구라고도 이야기하고 있었던 것이지만, 당신은 정말로 상냥해서 성실해서, 신인 것 같다. 지나치게 상냥해서, 걱정이 됩니다. ㅠㅠ스트레스를 안지 않습니까? 무리는 금물이에요."
29483,배고파...
29484,오늘 도쿄는 파카 입고 나오면 땀나는 날씨구나;;
29485,맛있다..!! 
29486," [10.26부정 선거]★봉도 사 편지★민주당, 정신 좀 차려라!  "
29487,어제 넘추워써ㅜ_ㅜ 몸에 한기가 아직 남아있는 듯한 느낌 어제 밤새 노느라 못 본 닥꽃밴 봐야겠다
29488, 코맹맹은 여전 ㅋㅋ감기는 시간이 약 괜찮아욥 열~~~공~~!!!
29489,오연수 where are you?  
29490,강의실 들어가는 문이 앞쪽에 있어서 늦게 들어가는 거 정말 뻘쭘해요 ㅠㅠ 게다가 지금까지 세 번 수업 중 세 번째 늦게 들어가는데ㅡ 오늘이 최고! 
29491, 오빠 춥죠? 한강 조심하세요 
29492,아 참! 오늘 이사 후 첫 방문한 이쁘장한 코디 아줌마가 있지도 않은 둘째가 몇 개월이냐고 물었어!!!!! 웅진 꺼_다 팔아치울까보다_샹
29493,세차하러 왔더니 기계가 얼어버려서 세차가 안된대!ㅠㅠ
29494,사무실이 건조하니 피부가 비명을 지르는구나....
29495,어어어? 여기에 공기방울이 어떻게 생겼지?? 원래 없었는데  
29496,세차를 하까만 까를 앉아서 20분째 고민 중
29497, 으 그럼 진짜 못쓰겠다! 스마트 커버 비싼데..
29498,사랑하는 사람과 헤어지는 건 매우 힘든 일인 거 같다 2일 밖에 안재 낫는데 어떻게 하지? 
29499,Jobim 노래가 나오는 커피 빈은 사랑할 수밖에 없다  오늘 정말 춥네요 ... 시리아 유혈사태가 얼른 끝나길 기도하는 아침  
29500, 어머나.. 
29501,긋모뉭&gt;_&lt; 바람 안 불어 그다지 안 추워요 ㅋ  I just finished a 7.05 km run with a time of 38:46 with Nike  GPS. nikeplus 다이어트
29502,내일이 졸업 이야말로 안돼 입학이 엊그제 같은데.. 교복 계속 입고 싶다고 수능 안 본다는 조건하에 고삼으로 돌아갈래
29503,보도사 수감 45일째!!!
29504,밤만 되면 트위터가 하고 싶은 이 이상한 감정은 뭐지 빨리 자야 하는데 
29505, wow! really? 친구 소개해줘! my friends don't like tweet! they think it's very hard to use!
29506, 엄마야! 
29507, 보일러 최고로 올려놨어요  지구 환경 보호도 좋지만 옛말에 수신제가치국평천하라고...
29508,밤마다 야식을 먹고 잔다?? 이러다 살찌겠어. 
29509, 오늘 빛과 나르샤 잘 봤으니 너무 행복했어요 (; 맨날 보고 싶어요 어떡해요? 어디서 보겠나요 흑흑 즐거운 시간 만들 주셨어서 감사했습니다. 박 배우님이 연기는 정말 잘 하시네요 귀엽고 예쁘고 노래도 잘해요 ㅠㅠ 수고하셨습니다! IU 
29510,흠.....
29511,와~정말 춥다! 걸어 다니다가 귀 떨어지는 줄 알았네
29512, 주무세요~~!! 샘나라 걱정이 샘의 흰머리가 더 눈꽃이 되어 보입니다 평온한 잠자리 드셔요
29513,그리운 레드페퍼 
29514,우리 폴 사진 꾸며봤다ᄒ 귀염둥이ㅠㅠ 누나가 너 너무 보고 싶어 한다 
29515, 아마도 일주일 이상 갈 듯!!! 쉴 수가 없으니..!!!! 이 속을 누가 알리 ㅠㅡㅠ굿 나잍에블바디 세이에!! ㅋㅋ힙합...클러버 노래 듣고 잠 와!! ㅋㅋ어는 오빠 ㅎㅎ 바이~~!!!
29516,낮에 종이에 아주 깊게 베인 상처가 점점 아파진다.. ᅲᅲ회사에서 급한 대로 연고 바르고 밴드 붙이고 왔는데 집에 오니 연고가 없다.. 계속 벌어지는 상처... 괜히 서럽네... 호~~~호~~~~
29517, 햐!!!! 대마왕님... 부럽나도 5~6년 후엔 그리 살 겨난 아직 35세 청년이 난 깐 ㅋㅋ굿 나이트
29518, 집 도착요 맥주 튓 입니당 ㅋㅋ낼은 더 춥답니당..!!따순 수요일 보내세요
29519,엄마가 감기로 다운 따뜻해지도록 두유 냄비를 만들었습니다
29520,사랑해요 규현 오빠 시원 아빠! 원규 i love you guys!  
29521, 열. 아~~^^이게 모얌~~???읭?? 걸그룹과 협업..하......ㅠㅠㅠㅠㅠ그르지뫄~그르지뫄~~ㅠㅠ 걸그룹이랑 엮이는 거 싫다~ㅠ이거 마지이데~??ㅠ그럼 난 너무 슬플 거야.. 
29522, 오늘 밤도 반성하느라 잠을 못 자겠어요 지영 씨
29523, 형식아？ 괜찮아(;_;)？
29524,엄청난 고민 끝에 지바고 한 장 Bye~~ 
29525, 흑....
29526,우잉
29527,My lucky   다시 만나고 싶어요.. / 지유엔  
29528,     안녕히 가십시오. 아이 폰 3G 안녕~~!!!!!! 아이폰 4s 이제부터 새로운 친구^^*
29529, 저 요새 노란색이 좋더라고요. 나이가 들었나 봐요. 흑흑
29530,야근까지 하고 퇴근 중 집에 가면 알바가 기다리신다. 지난 주말 완득이 본서 히죽거리지 말고 일할걸..;; 난 정말 태생이 게으른 년 인가 부다!!
29531," “ 고양이가 잠자는 자세 25가지  귀엽다”무료하실 시간..!!!귀요미 냥이 사진 보시고, 미소 지으셔요 감기 조심하셔요!! 낼은 더 춥답니다!! 전 이미 걸려!! 멍합니다"
29532,아내 피부 돌려줘
29533, 오빠…3월의 팬미팅. 내일 당선인가 낙선인가 안다 … 무섭다 ~（；＿；）
29534,미니장미 가시가 왜 이렇게 많아 ;; 앗 따고!  len_plant 
29535," 저도 좋은데요!! 고인이 된 스티브 잡스가 가장 좋아하는 가수가 밥 딜런이었답니다!! 저도 이젠 세월에 묻히나 봅니다 세서 봉이 봏고,올드팝이 가슴에 와닿습니다 포근한 밤 보내셔요"
29536,  ᄏᄏᄏ 레인보 로망스 생각나네요 ㅎ 진짜 재밌게 봤었는데.. ㅋㅋㅋ 예전 시트콤이 레알이었는데....ㅠㅠㅠ그리워..
29537, 짐 뒷북으로 꽂혀서는 아무것도 일이 손에 안 잡히고... 팬들이 Jordan이랑 다정히 껴안고 찍은 사진 보니 부러워 눈물만 찔끔대고 있어요..ㅎㅎ훌쩍
29538, 핡. 서른과 마흔의 경계셨어요??안 보여요. 그렇게; 아 치과 견적이요ㅠ저도 이백만 원 넘게 나왔어요
29539, ㅎㅎㅎ사장님~제 친구는 여태 있나요? 속초는 당연히 좋으셨을 거고ㅠ지금 밖은 코 떨어지는 날씨랍니다.
29540, 후훗~ 어째요... 그 모습도 드라마에 나오겠죠?!^^* 감기 조심하시길~~☆〜（ゝ。∂）
29541,감기 걸렸다  기어코 겨울 끝자락에
29542, ㅎㅎ 응~ 이제 홍콩에 돌아와서 오빠가 보고 싶다!! 너무너무~ 어떻게 언니가 퀴니에게 티켓을 잘 샀어요!! ㅎㅎ
29543,왠지 맘이 너무 허전해졌다.......... ㅠㅠ 친구야...... 잘 가라....... 언젠가 함 보자.. 
29544,오래간만에 만난 반가운 뒷모습 우리 꼭 요구르트 한잔해요 
29545, 꿱...
29546,내일 졸업이군...
29547,오늘은 버스 도전! 얼마나 걸리려나; 암튼 오늘은 늦잠으로 출장 못 가고 파란만장한 하루였다! 이제 내일 엄청나게 털릴 일만 남았구나.. 리융
29548, 지금 퇴근길~~ 컬러 오브 우먼 막방 사수를 위해 집으로 고고씽~ 오늘따라 아쉬운 마음뿐...
29549, 흑흑흑
29550,너무 추워서 눈물 남 
29551,너무 추워서 운동 못 가겠어요.....  눈물 나는 추위
29552,고기 먹으러 간다고 벌써 끗 분위기. 쩐다 진짜 ㅋㅋㅋㅋㅋㅋㅋ 얼마 만이야 이 시간 
29553,여기저기서 발렌타인 초콜릿 소식이 들려온다. 오래간만에 임자 있는 밸런타인데이를 맞이하건만... 영 초콜릿을 만들 컨디션이 아니고 나 재료 사러 갈 기운도 없고;;; 아 휙 원해!
29554,감기 몸살로 몸이 천근만근... 집에 무사히 갈 수 있을까..?  한 발짝 내딛기조차 힘겹다.....
