,tweet
24274,졸린데 눈 감으면 잠이 안 오냐..
24275,달 사진 찍었는데 안 이뻐.. 
24276, 많이ㅠ.ㅠ? 으응 잘 모르겠어요 요즘 좀 힘들긴 해요...
24277, 근데 내 글씨 너무 이상하다..... 오빠한테 편지 쓸 때는 되게 되게 예쁘게 써지는데! 이상해... 미스터리야....
24278,구름으로 가리어지는 보름달이 조금 아쉬워서 자락을 조금이나마 붙잡아 보려고~ᄏᄏᄏ 평소에 좋아하던 구름도 지금은 참으로 야속하네요 이이이; 
24279, 그냥.. 뭐 이것저것 준비할 일이 많아서? 아무튼 이제 조수답게!...!! 지겹도록 따라다닐 거예요.
24280, 그나저나ㅋㅋㅋㅋㅋㅋㅋㅋㅋ제가 자는 중이라고 혼자ᄏᄏᄏᄏᄏᄏᄏ힝.. 정말 그랬으면.. 
24281,(인스타가 잘못했네 ㅠㅠ ) 씽이도 즐거운 추석 보내세요    
24282, 오빠 일본 가서 모교도 방문하고 오늘 하루 재밌게 잘 지낸 것 같네ㅎㅎ난 또 내일부터 학교 나가야 돼.. ᅮ ㅜ 힝나 대학 잘 가라고 응원해줘..
24283,비나이다... 비나이다... 슈퍼문을 안 슈퍼문처럼 찍기 
24284,영원히 행복하길 Good bye  RipEunb RipRise StayStrongLC ♫ I'm Fine Thank You by Ladies' Code — 
24285,   결국 다시 올리네요. 부끄러울 뿐입니다. 정말 죄송해요ㅠㅠ 아 진짜 죽고시퍼라ㅠㅠ 
24286,   너무 투덜이가 되는 거 같아서  그냥 지웠어요. 
24287,내가 왜 매일 밤 항상 배고프다? 내가 왜? 왜? 왜? 왜에에에에에에?   
24288,"프랭크_굉장히 섬세한 유리가 와장창 깨졌다가 다시 단련되어 오히려 조금 더 정밀한 유리가 되는 과정을 그린 듯한 느낌, 유리 속 입자 고운 모래를 꿈꿨던 밋밋한 돌멩이는 아무리 쓸리고 갈려도 유리가 될 수 없다. 청춘성 장담 로드무비 아닙니다"
24289,우리 집에서 보는 달은 전깃줄이 방해 요인.. 내 아이폰도 방해 요인인가... 
24290,일산 AZT3   _jinhwa 집에 오니 쭁밖에 없어 ... 다들 어디 간 거야..... 시무룩쭁 
24291, 보정 빨 임.. 원래 손톱만 해
24292,원래 그렇잖아.
24293,아이고 
24294,왜 코피 자꾸 나...
24295,지금요.... 집에 가고 있어... 밥 아직 안 먹어 ... 피곤해  
24296, 어른 입맛으로 변했나......!! 왠지 부럽......
24297, 아우 다리 이쁜 거 봐.... 
24298, 슈퍼문봄요ㅎㅎ소원도 빌었지 (방탄건강하게활동잘할수있게해달ㄹㅏ고) 
24299,심심해 왜 이렇게 심심하지...
24300, 열어 보고 싶어 여리 텔레비전 브라운관 속에서도 사진 속에서도 너무나 빛나는 오빠라서 봐도 봐도 질리지가 않아 오글거린다ㅋㅋㅋㅋ 하지만 진짜 오빠 너무 멋있어 추석 잘 쉬고 하이 스쿨에서 만나자 빨리빨리 이링!!!
24301,Photo: ㅠㅠㅠㅠㅠㅠㅠ I’m okay ㅠㅠㅠㅠㅠㅠㅠㅠ  crying i am okay feel so bad 
24302,เป็นแฟนอาร์ตแบ๊วๆ ที่น่ากลัว  드라마에 나오는 사람이랑 사진 찍었다! 
24303,너랑 같이.. 
24304, 후잉 우리 재화니 추석에 두 일해요? 피곤하겠지만 파이팅!! 하숙 24번지
24305, 이 이 공 ㅠㅠ 토닥토닥
24306, 맞아! 아침이나 밤에는 꼭 춥고.. 환절기가 이래서 안 좋아.
24307,  언니 진짜
24308, Why I keep looking at this photo???  웃는 거 봐ㅜㅠ 너무 예쁘잖아 
24309,시간이 흘러도 영원할 거라 생각했던 모든 것들이 조금씩 바뀌는 것 같아요. 가장 큰 예를 들어보면.. 저 사실은.. 프렌치 파이보다 더 자주 손길이 가는 분이 생겼어요... 쿠크다스라고... 어휴. 자꾸 막 그 가녀린 자태로 유혹을 해오더라고요...
24310, 그래 나중에 더 크게 상처받기 전에 언니 고마워!
24311, i want a new phone tooo~ 어떻게~?
24312, 맛있다.  จ๊ะ! อร่อยก็กินเยอะๆ  คนขี้อวด~
24313,현아.... 
24314, 배토가 분위기를 살려 준거에요..
24315,ㅤ ㅤ وين قلبك من خذاه بغفوة ㅤ ㅤ الليل وظلامه. ㅤ ㅤ&quot;
24316," ♫ 눈, 코, 입 Eyes, Nose, Lips by Taeyang — "
24317, 종대 ㅠㅠㅠ
24318,경수 시까지 지켜보려 했으나 충분히 리트윗이 저조한 상태로 어제 이 벵은 취소하기로 결정하였습니다. 최대한 빠른 시일 내에 좀 더 알차고 획기적인 이방으로 여러분께 다가가겠습니다 이벵취소문을 올리게 되어 저도 마음이 안 좋네요 얼른 좋은 이방으로 다시 봬요
24319,쉬는 날에 이게 뭐야; 
24320,혹.. 혹시... 론리... 신우 오빠... 아기 때 사진... 스캔본.. 있...는 사람...... ?
24321,집 앞에 산책 나갔는데 갑자기 토토가 앞발을 절면서 걷지도 못하고 가만히 서있길래 얼른 데리고 집에 왔다. 혹시 발바닥에 뭐 박혔나 하고 봤더니 눌러서 아픈 것 같지는 않은데.... 왜그러지...ㅜㅜㅜ
24322,점점 더 자신이 없어져요
24323, 헐 폭풍 멘션 날리고 싶은데 배터리 오퍼임!!! 어둑해.. 아빠 폰으로 귀족 영상 보러 가야지~~~아 피곤해
24324,  하고 있는데 갑자기 엄마 들어오면...
24325,피곤해요
24326,내가 사랑 유
24327,뇯 ㄱ마ㅜ마 ㅡㅁㄱ모 ㅁ지마 .ㅁㅈ마 ㅜㅑ 문미 ㅗ모. 
24328,ㅤㅤㅤ                           Aku rindu kau ㅤㅤㅤㅤㅤ
24329,삼촌댁네서 명절 음식이랑 과일 잔뜩 먹고 뒹굴뒹굴 집에 가기 귀찮다 
24330,감사합니다 Pn. Chan 예상치 못한 테스트 
24331,프라이드. 근데 왜 때문에 다 주는 이벤트 나는 꽝이니? 
24332,아야야 ang sakit sa ulo yung amoy na yooonnnn 
24333,저기... 차가 막히는 건 어쩔 수 없다지만 휴게실 좀.................................
24334, 크크크 그래요 어제 울 러블리 생각하며 찍은 셀카 여기 따요!!!!!! 보고싶따구우 ㅜㅜ!!!!!!!!!  miss you
24335, 스케줄 끝나고 처음으로 집에서 한 컷♡레이디스코드 LADIESCODE KISSKISS 가면을_벗읍시다  miss you 
24336,wendy suaranya melow abis  ♫ 슬픔 속에 그댈 지워야만 해 Because I Love You by Wendy (at Nurul's Pink Room) — 
24337, 배고파〜모
24338,Mexico Queretaro 께레따로 가는 길 
24339,아련하다. 다시는 볼일 없는 사람. 그래도 노래는 다 만들어 주고 가지. 너무 짧아.  
24340,Mexico Queretaro 께레따로 가는 길 
24341,Mexico Queretaro 께레따로 가는 길 
24342,Mexico Queretaro 께레따로 가는 길 
24343,Mexico Queretaro 께레따로 가는 길 
24344,Mexico Queretaro 께레따로 가는 길 
24345,하우리 보고 질질 짜고 있는 모습이란... 
24346, 신사임당 내 거야 어서 돌려줘
24347,"다들 즐거운 추석 보내고 있게 쪼, 이 여사와 진호 씨.. 나는 3년째 추석을 즐기지 못하고 있습니다.. 나도 할아버지 댁에 가고 싶습니다 송편도... 어쨌든 그래도 모두 모두… "
24348, 저론... 정확하게  표기해야 하는데  너무 했어~~~~
24349, 잠 오는데... 자고 일어나서 열자 
24350,"인간이라는 존재의 근원, 불완전하기에 인간이라는 걸 말하고 있는 거 같긴 한데... 뤼크 베송이 그걸 감당을 못 한 거 같아..."
24351,추석 같지 않아....
24352,도쿄에서 전철 몇 번 갈아타보면 우리나라 환승 거리는 얼마나 짧은 것인지 새삼 깨닫게 된다. 그간 잠실역 2호선-8호선 환승 거리 길다고 짜증 냈던 것을 반성합니다
24353,우리 결혼했어요 is SUCH A CUTE SHOW
24354, 불꽃 여자 불 쇼 촬영 성공하고 말 테야 
24355, 오빠 안녕 어제는 너무 피곤해서 자버렸어요 오늘도 파이팅
24356," 네 답장하면서 잤어 ㅋㅋㅋㅋㅋㅋㅋㅋ 안녕 ㅋㅋㅋ 그래서 말이야, 내가 바보라서 자면 잊었어 … 다음에 말씀 듣고 ~~  그전에 한국어 가르쳐 ~~~ &gt; &lt;"
24357,추석인데 트윗에 좀 나타나서 사진 좀 올리고 그러면 안 되겠니...?!!  싫음 말고...
24358,은비 
24359,이모티콘 찾다가 먼지님 봄 
24360, 몰라요.. 안 좋은 생각을 생각 싶지 않아 
24361,심심인 줄  ㅠㅠ
24362,저는 불안해요 ㅠ 기분이 좋지 않아요 
24363,초기화 시켰더니 설정할게 너무 많아..
24364,140908 김포공항 잘 가요 진우 
24365,모닝
24366, 나도 안믿긴다ㅠㅠㅠ진짜안믿는딩 헐 우리 이쁘니
24367,좋은 아침~  
24368,Cant sleeeep 제발.. 
24369,오늘 한국어 시험이 두 개 있어........ 
24370,  ㅠ ㅠ
24371,예뻐! 예뻐! ~♫… ㅠㅠ 
24372,엄마가 큰언니랑 형부 줄 음식 담는데 다 챙기고 또 담길래 이건 뭐야?라고 물었더니 속삭이며 둘째 사위 거라고 (?) 그래 음 곧 둘째 형부 생기려나 보다  셋째 사위는 오래 걸릴 것 같아요 아니면 영영.. 
24373,눈 감아도 보이는 내 등 뒤의 길차 라리 모르는 채 거꾸로 걷는다 거꾸로 걷는다 거꾸로 걷는다 돌아서 기 아쉬워 거꾸로 걷는다 하지만.... 돌이 키 수 없는 과거  어반자카파… 
24374,난 도배공 
24375, 네! 아쉽습니다!
24376,앙 사킽 낭 울로 코  피아노 나 아코 사 엨삼 비타스? 탕이나 나만. 롱 타이밍 ㅠㅠㅠ
24377,왜 팬들이 한국에 가지 않고 한국은 한국 연인들이 갈 것입니다
24378, 큽 저 역시 그런 걸 찾아보진 않습니다만... 제가 하니 팬들만 마구 팔롱했눈데 9할이 ㄹㅁ 밀잖아... 와퀴는 100프론 거 같아요... .. 빠질-호모질=0인 듯 죽 팡이 울기
24379, 놉 절대 놉입니다
24380,자는 동안 모기한테 대박 물어뜯김
24381,R.I.P Ladies Code's Rise and EunB it's so sad  레이디스코드의 권리세 
24382, 응!! 아님... 씹고 싶을 때 씹어도 되고.....
24383,.... 이럴 줄 알았다 치킨과 채찍일 줄 알았다고
24384, 
24385, 헐 이럴 수가 시간이 벌써 12시를 넘었네요.. 시간 빠르다 잠이 안 와서 너무 문제에요 
24386, 인행 오빠 생존신고해주세요! 보고 싶은데 이 오빠는 뭐 하고 있으려나 몰라 
24387,살~짝 긴장 좀 하셨다는   
24388,같은 레이스 본거 맞나 싶을 정도로 헛소리가 많네ㅎㅎ시작부터 그 과정.. 전략까지 다 보고 얘기하는 거 맞는 거임?! 시한폭탄 엔진 달고 전략 미스로 손해 보는 건 하나도 안 보이지? 
24389, 미키마우스의 팔뚝 침범이 자꾸 신경 쓰여
24390,[140906] EXO TheLostPlanet in JKT 김준면!!!!  we are so near yet so far 
24391, ㅋㅋㅋㅋ그래도둘이붙여놓은 값은 해야지라고 토와도 그가 말해서 스콘이 그 뒤로 회사명렁이라면서 비난이 쫄쫄 쫓아다니고 아래 그랑은 얼씨구나 하면서 괴롭히고 비난이는 참다못해 스콘 보고 꺼져 라고 해서 스콘이 와 저 상처 이러고ᄒᄒ
24392,오빠~ 오늘 하루도 잘 보냈어요? 이제 내일은 추석 당일이네요~ 내일도 가족분들이랑 좋은 시간 보내길 바랄게요! 그리고 오빠에게 주어진 휴식 푹 즐기길! 오빠가 많이 많이 보고 싶네요 그래도 어제 봤으니까! 
24393, 피곤 한가?
24394,잘 가라 권리세.... RiPRise  …...  Rise k pop
24395, ♫ 그리워해요 Missing You by 2NE1 (at Wiratmi's) — 
24396, 아이참 ㅎㅅㅎ 건이도 귀얍다니까~
24397,RIPRise RIPEunB 삼가 고인의 명복을 빕니다... 가슴이 너무 아프네요..      
24398, 안전 운전으로 부탁합니다 우리 베이비기도 합니다 ...
24399,RIPRise RIPEunB 삼가 고인의 명복을 빕니다... 가슴이 너무 아프네요..     pic.twitter.com/7AePReCsV3
24400, ♫ 사랑한단 말 by 창민 
24401,RIPRise RIPEunB 삼가 고인의 명복을 빕니다.. 가슴이 너무 아프네요..      
24402,RIPRise RIPEunB 삼가 고인의 명복을 빕니다.. 가슴이 너무 아프네요..        
24403,RIPRise 삼가 고인의 명복을 빕니다.. 가슴이 너무 아프네요..         
24404,좋은 밤 모두  난 여전히 졸려 아니에요 하지만 난 잠을 해야 합니다  안녕
24405,[300814] [LATESTAGRAM]  팥빙수우우우 잘 먹었다~~내일 아침 러닝머신 고고고.... 
24406,병따개가 없어서 병을 못 따고 있다. 인터넷에 나온 다양한 방법을 동원했는데도 난 안되네. 
24407,RIPRise PrayForLadiesCode 강력한 그대로 unnies T__T 
24408, 내가 진짜 심각한 눈갱......☆ 정말 못생김 갑!
24409, ♫ 슬픔 속에 그댈 지워야만 해 Because I Love You by Wendy — 
24410,RIPEunB RIPRise   리세와 은비. 부디 좋은 곳에서 행복하길.. 너무 슬프다.”
24411,RIPRise RIPEunb PrayForLadiesCode 강력한 그대로 unnies ~ 
24412, 나도 하는 거 없이 팅자팅자
24413,아 도저히 정신이 안 차려져 나 자신이 싫어지는구먼 정신 차리자
24414,배고픈데
24415," 그래, 알았어."
24416,자매  
24417,      나는 그대들 안 본 지 일주일째 T-T 나만 보고 싶겠죠....? 아닐 거야 힝  언눙 보고 싶어!!! 질추~~
24418,이때로 다시 돌아가고 싶다 
24419, 오빠! 여기에 필리핀에서 열리는 연주회를 즐기시게 되었습니까? 곧 만나기를 바랍니다. 나;m 죄송합니다. 나는 당신의 연주를 어젯밤 갈 수 없 
24420, 헐 
24421, 음.... 괜찮은 거 같기도 한데.... 음...
24422, 가는데도 이유가 있겠지 
24423,세타 준 출국 기다린 건 내 인생 최대 실수  오빠한테 너무 미안했다 ... 기분 좋게 갈 줄 알았는데 망친 것 같아 너무 속상ㅎㅐㅜ.ㅜ 얼마나 싫었으면 오빠들이 사진 찍지 말라고 계속 그러냐고요 ㅜㅜㅜ 그랬는데도 계속 찍고 ㅋㅋ? 꺼져라 좀!
24424,역시 하루를 살더라도 하고 싶은 건 꼭 해야 해 영화 보면서 안타까운 소식 들으면서 오늘 몇 번을 되새겼네 후아
24425," 루이 ~ 오늘은 무엇을 하고 있었습니까 ~? 어제 수박의 사진, 친구에게 비웃음 되었습니다 ㅎㅎ 내일부터 또 일이군요 ... 가고 싶지 않은데 ... "
24426,RIPEunB 
24427,밥 먹으러 일나기도 싫다 절대 심심해서 이러는 거 아니야 셀러 스타 그램 
24428, 에이 잘 될 거야  나만 믿어 
24429,  우리에게 남은 건 피로뿐☆ 남은 연휴를 즐길 테다
24430, 홍기야~ CD를 발표할 때는 이제 릴리스 이벤트는 안 하니... ⁇ 쓸쓸하네ㅠㅠ 릴리스 이벤트 즐거웠는데
24431,팍솃 마라이 파 아코르 가가 왼 레체 타라가 
24432,대륙 팬들이 아닐까 조심스레 예상해봄 위험하다 좀
24433,그것은 정말 내 가슴이 찢어져 통과했다 다른 회원을 찾는. 그녀와 그녀의 가족에 게 내 깊은 애도... 그녀는 평화에서 휴식 수 있습니다  StayStrongLadiesCode RIPRise
24434,RIP Kwon Rise. stay strong ladies' code  ♫ 안을래 I'm Not Crying by 레이디스 코드 LADIES' CODE — 
24435,Lagu kenangan COREL nih.. Aahh miss you guys  ♫ 내가 사랑했던 이름 The Name (feat. 김연우) by SHINee — 
24436,정말 가슴을 아파요 
24437, 아 징챠아...  (눈을 감으며)
24438,와 근데 믿기지가 않는다.... 많이 아팠겠어요
24439,바킽 간토? 
24440,RIPRise RIPEunB ㅜㅜ .ㅜㅜ  stay strong ladies code 
24441, RIP 권리세....&quot;please pray for her eli 
24442,점장에 만나면 다이어트의 이야기 뿐이다 다이어트...
24443," ... 맛, 맛있는 데에!? "
24444,"알파카 히랖 나만 이 시 핀 나 가눈! 아키라 코 타포스 나, 디 파파라. 사나 오가이 시라 쿵 나산 만 시라 사나 마킹 오가이 나 라핱 앝 부마맄 나 사야 "
24445,방 정리하는데 정말 난 축마네. 머플러만 20개 있는 듯. 그중 일부.  
24446,  하지 마세요
24447, 승연언니ㅠㅠㅠㅠ 언니의 애교…귀여워요 진짜ㅠㅠㅠ힝아ㅏㅏㅏ 정말 사랑합니다ㅠㅠㅠKARASIA 나고야에서 만나요. 빨리 보고 싶어요 
24448, 최승준이요...
24449,오모 오모 
24450, 힘내
24451, 부디.. 그러길 바라요. 이런 비극이 다신 일어나지 않길 바랍니다
24452,RIPEunB RIPRiSe  Pray for ladies code ㅠ.ㅠ
24453,웃으시라고 
24454, 어차피 지금은 내 집 아니고요.. 
24455, 리지 언니!! 오늘 부산 와요?? 울산에 와서 저랑 놀아요
24456, 자랑? 달님 전화도 받으시고 아~ 부럽 번호 공유... ㅋ
24457,은 비누나.. 리세 누나.. 고인의 명복을 빕니다... 맘이 너무너무 아파요 
24458,왜요? RIPRiSe
24459, 왜요 쏘? 
24460, 당신이 맞다  
24461,미안 미안해 미안해요 미안합니다
24462,140907 Inkigayo 방탄소년단(BTS) Ending by 플로라: 
24463, 안돼♡
24464,1일 1고기(...) 나 어쩌려고...먹스타그램 생삼겹  화명 통통 돼지 
24465,ㄱㅊㅇ.... 그만둘까?.... 
24466, 언니 정말 예뻐요.  .나는 매우 슬퍼.   아파요 RIPrise
24467, 140907 몇 번째 재 출근인지 모르겠는 인기가요 출근길 Preview  tôi 
24468, 아.. 미안해요
24469,김태균한테 어제도 홈런 맞더구먼 오늘도 홈런 맞네
24470,Ladies' Code 파이팅~! Stay strong  RIPEunB RIPRise
24471, 슬프다
24472,"I'm Fine, Thank You - 레이디스코드 RIPEunB RIPRiSe  "
24473,삼가 고인의 명복을 빕니다 RIPRiSe 
24474,일산 AZT3   khyunheee 못생긴 눈썹 그냥 못생긴 얼굴 그래도 난 내가 좋다 롯데시네마 간 
24475, 분명 5시까지 깨있던 거 같은데
24476,Always drooling over 먹스타그램 at late hours 
24477,못생긴 눈썹 그냥 못생긴 얼굴 그래도 난 내가 좋다 롯데시네마 간 날 타짜 신의 손 본 날  Ilsan Station 
24478,오늘 하루만..... i cry RIPEunB RIPRiSe ♫ I'm Fine Thank You by Ladies' Code — 
24479,오빠 요즘 바빠서 노래들을 시간도 없다면서 그럼 멘션도 잘 못 보려나 시간 날 때마다 멘션은 꼭 봐요 오늘 집 간다고 들었는데 맛있는 거 많이 먹고 살도 좀 찌고 가족분들이랑 즐거운 추석 보내고 조심히 갔다 와요 
24480, I labbyung (love you) too ♡♡   나도 알라뿅♡♡I really just... RIPEunB RIPRise StayStrongLadiesCode
24481, ♫ 겁도 없이 (No matter what) by 서인국(Seo in guk) — 
24482,instasize vscocam house 시골 큰엄마랑 할머니는 동생을 너무 좋아해서 난 찬밥 신세 아빠랑 엄마가 보고 싶다 
24483, 아.... 고생했어... 리세야.. 그곳에서.. 편히 쉬어.. 아....” 
24484, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24485, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24486, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24487, 스케줄 끝나고 처음으로 집에서 한 컷♡레이디스코드 LADIESCODE KISSKISS 가면을_벗읍시다  last tweet before the accident. 
24488, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24489, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24490, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24491, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24492, 리세야. 리세야... 편히 쉬렴.. 언니가 잊지 않을게. 착한 너. 천국에서 꼭 다시 만나자..”
24493, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24494, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24495, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24496,인생은 참…
24497, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24498, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24499, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24500, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24501, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24502, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24503, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24504, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24505, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24506, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24507, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24508, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24509,강남역 AZT3   jin88327  파인애플 빙수 강남 뉴 코피 커피 
24510, 자신과 멤버를 확인하시기 바랍니다 도로에 주의하고 항상 안전벨트. 내가 당신을 사랑을 착용하시기 바랍니다. 주의하십시오.
24511, 도로에 주의하시기 바랍니다 자신과 회원 알아서 내가 당신을 사랑 belt. 항상 자리를 착용하시기 바랍니다. 주의하십시오.
24512, 도쿄는 비가 오고.. 뭔가 기분이.. 그래도 그런 날이라서 웃어야지:-)
24513,영원히 행복하길 Good bye  StayStrongLadiesCode RIPEunB 
24514,앞으로 이런 일 없게 해야 해 걸그룹 차 매일 점검. 안전벨트 꼭! 꼭! 챙겨주세요
24515,왜 너희들은 이미 세상을 떠났다! 모두를 잃을 매우 슬픈. 나는 당신이 하나님의 측면에서 수신 바랍니다.   
24516,너무 아파. 
24517, 스케줄 끝나고 처음으로 집에서 한 컷♡레이디스코드 LADIESCODE KISSKISS 가면을_벗읍시다  eun b and rise 
24518,제 마음을 이해해주세요
24519, heyyyyy 어딨어요? 
24520,   트친이 보내쥼!!
24521,instasize vscocam house 시골 아빠랑 엄마랑 같이 왔으면 더 좋았을 텐데 
24522, ㅎㅎ 아 맞아요 맞아요
24523,난 참 바보처럼 그대만 불러요 
24524, 오빠 당신들 제작 진서 도 밤새 촬영했다ㅠㅠ많이 힘들 텐데 take good care of yourself 
24525, 보고 싶고 미ᅳᄂ용
24526," 오빠, 일본은 재미있나요？ 나는 또 한국에 가고 싶습니다 baby japan 익찬．"
24527, 어제는 수고하셨습니다！！ 오늘은 비군요… 컨디션에는 조심해주세요！！！ baby japan 익찬．
24528, 내 말류
24529,...왜 또 진 거야...
24530,이 행복한 일곱 번째 달 
24531,"난 아주 피곤해요. 지난밤 나는 홍콩에 있는 내 팬의 거의 모든 사항을 충족 그냥 했다, 미안 나기 팬들은 내가 너무 보고 싶었어  와서 내가  여러분 모두 감사 만날 수 있는 크리스털 크리스털을 가져에 대해서도 감사할 수 없습니다 사람 .."
24532,쇼핑 가보고 싶어요 
24533,해 뜨는 거 너무 예쁜데 사진으로 담을 수 없어 
24534,140902.DGIST. 열린 음악회. 레이디스 코드(은비 중심)-KISS KISS 예뻐 예뻐. by.ShaytyenEl último concierto de EunB  
24535,아아아 슈퍼쇼 6 서울 가고 싶다 
24536, 동운이.... 나는 진짜 보고 싶어요. 
24537,잠 안 와서 폰 하구 노래 듣다가 이제 졸려서 지금이라도 자려고  오빤 지금 자고 있겠지 푹 자구 잇길 내일 일어나서 멘션 함께요 구빰  
24538, 나만 바라보는 눈 조각같이 예쁜 코 사랑스러운 입술 우유 같은 피부와 뭔가 궁금한 표정 시크한 말투 (나름 글에 맞혀서 사진 골랐어요) 
24539, 기광 오빠  잠을 못 자요  우〜〜
24540,RIP 큰고모 
24541, 아프지만 않길 기도해봅니다...
24542,왠지 안타까운。。。
24543," 이것은... 사치가 아니라, 그냥.... 제가 드리고 싶어서 드리는 것이온데~"
24544,어떤 사람들은 잊지 경향이 있습니다.
24545, 당신은 팬이 아닌 여자를 따라 않은 이유 오빠는 .. 난 너무 슬프다 
24546, 울산에는언제팬싸하러올꺼예요?(겨울에2월달에왔으면좋겟닿ㅎ그때는얼굴이하예보여서이뻐져ㅇ욯ㅎ)..서울에서하면 못 가서 울산 쪽에 와요ㅜ.ㅜ 기다리고잏으께요 공덕(진화를 했단 말이지)-^^
24547,추석이냐 몸이 만신창이다 마카오도 추석인데 공연만 하겠지 모둠전에 막걸리 먹고 싶다 내가 다 먹을 수 있는데 그 술. 추석 뭐냐 힘들어 모둠전 내 놔 연애의 발견 콕콕… 
24548, 움~
24549," 아무리 그래도... 그럼, 나중에라도, 필요하신 것 있으면... 꼭 말하기이옵니다, 히힛~"
24550, 얼른 주무시오
24551, 140906 TLP in JKT 피아노 왕자 
24552,"하지 마. 제발, 하지 마. "
24553,흠 .. 너무 보고 싶다고 
24554, 인수 안녕 잘 지내요? 항상 인수 밥 먹은 것일까? 연습 힘들고 피고 나겠지…라고 걱정하고 있어요 무리하지 마세요‼︎‼︎빨리 인수가 반짝반짝 빛나는 모습을 보고 싶어요ㅎ
24555, 와아ㅠㅠㅠ낍님 부러워요ᅲᅲ왜 저는 안 오죠... 슭_슭
24556,Laughed so hard over this LMAO 옥택연  
24557, 140906 자카르타 출국 경수. 피곤하지 ㅠㅠ... 비 오는데 너무 수고했어 경수야! 조심히 와요  good bye soo 
24558, 예림 언니가 오빠 앓는 소리 여기까지 들려요
24559, 영배 오빠 당신은 나의 태양이에요 항상 행복을 고마워 세계에서 가장 사랑해요 By YUKINARealtaeyang youngbeTAEYANG SOL 
24560, 수현 오빠 ~ 오늘도 수고하셨어요 ^^ 오늘은 뭐 했어요？ㅎㅎ 나는 오늘도 바이트 …☜ 수현 오빠 만나고 싶어 ~ ㅜㅜ
24561,난 배고파 
24562,  아 진짜 악질..
24563,엑소의 오늘을 응원합니다 아프지 마실게요 (속상)
24564,늘어나는 장바구니 숫자 좀 없애고 싶다...
24565, 그칭ㅋㅋㅋㅋ진짜 딱 초반에 그게 보여서... 그리고 답이 짧으면 점점 아 나 별로 안 좋아하나? 란 맘이 들어서 나도 결국 멘션 못하고..... ★
